Edad,Genero,NivelEducativo,RamaPrincipal,AñosExperiencia,AñosExperienciaPro,HaTrabajadoCon,PuntajesTecnologias,HabilidadesComputacionales,SalarioAnterior,Puntaje,Contratacion
27,No Binario,Universitario,Análisis de Datos,7,5,AWS|R|React,19,5.2,2121288.75,2.474996748500525,1
35,Hombre,Universitario,Desarrollo,10,5,React,9,3.4,2306250.0,2.4001238111555825,1
39,Mujer,Técnico,Infraestructura,9,8,Angular|Docker,19,4.8,1712331.216,1.8520622772565367,1
36,Mujer,Técnico,Infraestructura,13,3,AWS|Docker|JavaScript,16,3.5,1521832.752,1.81262152586521,1
34,Mujer,Técnico,Desarrollo,13,13,Kubernetes|AWS,20,5.8,2280378.6720000003,3.336589162900676,1
32,Hombre,Magister,Desarrollo,14,2,AWS|Angular|SQL|C++,24,5.9,4897958.4,4.24160611027898,1
38,Hombre,Universitario,Infraestructura,11,6,Python,3,2.6,1925565.0,1.5948778829078212,0
26,Hombre,Universitario,Infraestructura,7,3,Docker|Kubernetes,4,2.1,1461240.0,1.4377418813530451,0
28,No Binario,Técnico,Desarrollo,5,3,Kubernetes|JavaScript|SQL|React,21,4.2,1332483.6,2.012829741823256,1
37,Hombre,Universitario,Ciberseguridad,14,4,C++|React|SQL|Docker,31,7.0,4788390.000000001,4.592050047480502,1
38,Hombre,Magister,Soporte,10,6,JavaScript|Java,14,4.9,3688524.0,2.920259715494066,1
35,Mujer,Universitario,Soporte,10,9,Docker,3,3.2,1602751.5,1.4274781948019548,0
36,Hombre,Universitario,Soporte,11,4,Node.js|Docker,15,4.3,2840685.0,2.4635830950498163,1
34,Hombre,Técnico,Infraestructura,11,0,Angular,6,1.6,1128648.0,1.130963228794066,0
37,Hombre,Técnico,Análisis de Datos,13,11,Angular|AWS|JavaScript,28,6.5,3487492.8000000003,4.192967181498125,1
27,Mujer,Técnico,Soporte,8,2,SQL|Java|Angular,9,2.4,961399.488,0.6550508639643702,0
30,Hombre,Técnico,Desarrollo,12,5,Kubernetes|C++|JavaScript,23,4.8,2613504.0,3.051990034740887,1
32,Mujer,Técnico,Desarrollo,10,6,Java|C++,17,4.2,1581740.64,1.6936733856090191,0
35,Hombre,Técnico,Infraestructura,12,5,Python|AWS|Kubernetes|Angular,17,4.0,2235648.0000000005,2.2057718764193908,1
22,Mujer,Técnico,Infraestructura,4,0,Kubernetes|Java|React|JavaScript,23,4.0,1224017.28,1.5850432042272962,0
37,Hombre,Magister,Infraestructura,13,9,SQL,8,4.4,3735903.6,2.595413263085588,1
38,Hombre,Universitario,Infraestructura,13,0,Node.js|Docker|Kubernetes|R,28,5.7,3856050.0,3.950544784698591,1
31,Mujer,Universitario,Soporte,6,6,React|JavaScript|Java|AWS,22,5.9,2287849.1999999997,2.2959038095586024,1
46,Hombre,Universitario,Infraestructura,10,10,Docker,5,3.8,2490750.0,2.01420298533111,1
31,Hombre,Técnico,Desarrollo,6,6,Angular|Kubernetes|AWS|Java,21,4.7,2082537.6,2.672319703952059,1
33,Hombre,Universitario,Soporte,7,4,Java|R,16,4.4,2557170.0,1.864662018129287,1
30,Mujer,Técnico,Desarrollo,6,6,JavaScript,10,3.2,1109373.4079999998,1.2292895109463697,0
34,Hombre,Universitario,Análisis de Datos,13,3,SQL|Java,17,4.4,3105135.0,2.5015713865870435,1
30,Mujer,Técnico,Desarrollo,6,6,AWS|C++,16,4.0,1333489.248,1.7154406907507334,0
27,Hombre,Doctorado,Análisis de Datos,9,8,Kubernetes|SQL|JavaScript,23,7.6,6424404.8,5.624752920431554,1
32,Hombre,Técnico,Desarrollo,10,1,C++|Angular|Kubernetes,24,4.3,2225808.0,2.5576373198449227,1
34,Hombre,Técnico,Desarrollo,13,5,Java|Angular|SQL,12,3.3,1980792.0,1.8109211810126313,1
41,Hombre,Magister,Desarrollo,15,4,Kubernetes,9,3.4,3251997.0000000005,2.930617729806186,1
46,Hombre,Técnico,Soporte,10,10,React|Node.js,14,4.4,2273040.0,2.0352356681779806,1
41,Hombre,Universitario,Soporte,9,2,Java|Angular,9,2.8,1908345.0,1.4193827708205413,0
31,Hombre,Universitario,Infraestructura,6,6,React|Python|Angular,24,6.2,3293940.0,3.5183887939522327,1
28,Mujer,Universitario,Soporte,10,5,Python,1,2.0,1144822.5,1.0232008734147304,0
34,Hombre,Doctorado,Infraestructura,14,5,Angular|C++|React,14,5.0,5213560.000000002,3.110608546431194,1
43,Hombre,Doctorado,Ciberseguridad,16,8,React|Angular|Python|Docker,13,5.5,6026803.200000001,4.467155480979789,1
31,Mujer,Técnico,Soporte,9,4,Angular|SQL|Docker,20,4.3,1554013.4880000001,1.4443947862622095,0
28,Hombre,Universitario,Desarrollo,9,6,Angular|R,16,4.8,2960610.0,2.65009477356613,1
32,Hombre,Universitario,Desarrollo,12,10,Docker|JavaScript|Python,19,6.2,4034399.9999999995,4.366923657691095,1
35,Mujer,Universitario,Soporte,13,2,Docker|R,3,1.7,1140781.95,0.9880609274926487,0
35,Mujer,Técnico,Soporte,8,7,Docker|C++|AWS|Java,20,4.8,1645240.128,1.8264003401524944,1
33,Hombre,Universitario,Análisis de Datos,10,9,Node.js|AWS|Angular,17,5.6,3487050.0,3.7687720693320883,1
35,Mujer,Doctorado,Soporte,14,7,Java|AWS|Kubernetes|React,24,7.6,5471539.216000001,4.1309781784563455,1
23,Hombre,Magister,Desarrollo,5,5,AWS,8,3.5,2343150.0,2.6581333755646366,1
35,Hombre,Universitario,Soporte,8,5,Docker|JavaScript,17,4.8,2841300.0,2.8509241249153514,1
39,Hombre,Técnico,Infraestructura,8,8,Docker|C++|Java,13,4.0,1934150.4000000001,1.7602011369191253,1
25,No Binario,Universitario,Análisis de Datos,7,7,Python,10,4.0,1721274.3,2.052799403324572,1
30,Hombre,Universitario,Infraestructura,10,0,R|React|Node.js,12,2.9,2029500.0000000002,1.6596880983312894,0
25,Hombre,Universitario,Infraestructura,7,4,Java|AWS,12,3.7,2225070.0,2.3299208174221775,1
42,Hombre,Universitario,Infraestructura,10,7,C++|Java|Docker,22,6.1,3726900.0,2.9518097325384445,1
31,Hombre,Técnico,Desarrollo,12,9,Docker|SQL|Node.js|Python,27,6.1,3167692.8,3.7954945630394468,1
36,Hombre,Universitario,Desarrollo,9,6,R,2,2.4,1712160.0,1.493705814490402,0
38,Hombre,Universitario,Soporte,9,9,C++|Node.js|React|AWS,21,6.3,3727514.9999999995,3.1786443595470963,1
42,Hombre,Magister,Soporte,15,3,Python,2,1.9,2087064.0000000002,1.2935531595928937,0
34,Hombre,Universitario,Desarrollo,10,1,Docker|React|Node.js,18,4.1,2693700.0,2.812068967939884,1
32,Hombre,Técnico,Soporte,6,6,Kubernetes|Python|JavaScript,17,4.2,1877865.5999999999,2.3840151267630016,1
35,Hombre,Universitario,Ciberseguridad,10,5,Java|SQL|AWS|R,26,6.4,3874500.0,3.6447782331398857,1
41,Hombre,Técnico,Infraestructura,12,2,Python|R|Node.js,20,3.9,2197862.4,2.0926534608123357,1
34,Hombre,Doctorado,Desarrollo,15,12,AWS|Kubernetes,8,5.5,5821508.0,4.019179971953953,1
27,Mujer,Técnico,Soporte,8,8,JavaScript|R|Kubernetes,25,5.6,1894640.8320000002,2.3550326903952326,1
27,Hombre,Universitario,Soporte,8,8,Kubernetes|SQL|React|JavaScript,21,6.1,3495660.0000000005,3.6313724716087616,1
25,Mujer,Técnico,Infraestructura,7,7,JavaScript|R,11,3.5,1237378.0320000001,1.2228638423653302,0
39,Hombre,Universitario,Ciberseguridad,12,4,AWS|Kubernetes|Node.js,19,4.9,3325920.0,4.222311001480512,1
33,Hombre,Universitario,Desarrollo,8,8,C++|React,9,4.0,2462460.0000000005,2.473877073987406,1
31,Hombre,Universitario,Infraestructura,9,7,Kubernetes|Python|Angular|React,30,7.5,4316070.0,5.139610801465957,1
31,Hombre,Técnico,Desarrollo,7,3,Node.js|AWS,7,2.3,1227441.6,1.288420839495915,0
35,Hombre,Técnico,Desarrollo,13,5,Kubernetes|Docker|Java|Node.js,29,5.7,3084840.0,3.9919208771066206,1
33,Hombre,Técnico,Ciberseguridad,6,6,AWS|React,9,3.1,1468521.6,2.097476019084194,1
33,Hombre,Universitario,Soporte,11,10,Java|R|React,10,4.6,3050400.0,2.2510295997439678,1
41,Hombre,Técnico,Infraestructura,9,0,React|AWS|Kubernetes,21,3.7,1911912.0,2.5860684058741277,1
42,Hombre,Universitario,Desarrollo,13,0,Node.js|React|SQL|Docker,22,4.6,3247200.0,3.4552911218444176,1
26,Hombre,Magister,Ciberseguridad,8,2,AWS,10,3.2,2442484.8000000003,2.8480542805928746,1
36,Hombre,Magister,Soporte,13,5,Angular|JavaScript|R,12,4.3,3628746.0,2.3985236518710007,1
31,Hombre,Universitario,Soporte,12,8,Node.js|Angular|Python,19,5.8,3798240.0000000005,2.980014167719576,1
30,Mujer,Universitario,Soporte,12,4,SQL|Angular|React|C++,20,5.1,2499753.6,2.1400346602922102,1
36,Hombre,Técnico,Infraestructura,9,7,React,2,2.3,1306948.8,1.313276435976435,0
30,Mujer,Universitario,Soporte,9,9,Java|Kubernetes|React|R,22,6.5,2786183.6999999997,2.640708966796371,1
36,Hombre,Universitario,Desarrollo,11,0,Angular|C++,8,2.2,1715850.0,1.4800831903304974,0
38,Hombre,Técnico,Desarrollo,14,5,React,5,2.3,1572432.0000000002,1.503539726440883,0
33,Mujer,Universitario,Desarrollo,10,10,C++,8,4.3,2020275.0,1.9268100634168097,1
28,Mujer,Universitario,Infraestructura,5,3,Docker,2,1.8,875452.5,0.9573207535316137,0
31,Hombre,Magister,Soporte,11,2,R|Java|Node.js,16,4.3,3459153.6,2.2940950068104415,1
27,Hombre,Técnico,Soporte,7,7,R|Kubernetes,6,2.8,1429358.4000000001,1.4672650388928015,0
27,Mujer,Universitario,Desarrollo,9,3,Node.js|Python|Java|Kubernetes,23,5.4,2382577.65,2.9536124104867327,1
41,Mujer,Técnico,Desarrollo,13,10,Kubernetes|AWS,15,4.6,1872660.24,2.482032635183563,1
31,Hombre,Técnico,Desarrollo,10,10,Kubernetes|R|AWS|Java,22,5.5,2745360.0,3.4195476515298298,1
29,Hombre,Magister,Desarrollo,11,6,Kubernetes|AWS|Node.js|Angular,16,5.2,4063132.8000000003,4.439056747602757,1
36,Hombre,Universitario,Ciberseguridad,7,7,React|Docker|C++,18,5.4,3022109.9999999995,3.6298517549148497,1
34,Hombre,Universitario,Soporte,13,4,SQL|Kubernetes,7,2.9,2212155.0,1.816337686166309,1
34,Hombre,Técnico,Análisis de Datos,11,5,C++|SQL|Angular,9,2.9,1677720.0000000002,1.5452400551329797,0
42,Hombre,Universitario,Ciberseguridad,13,2,Node.js|Docker,11,3.1,2374515.0,2.5744816941502324,1
37,Hombre,Universitario,Soporte,8,4,Docker|AWS|Kubernetes,26,6.2,3512880.0,4.572535039263439,1
29,Mujer,Técnico,Infraestructura,9,5,SQL|JavaScript|React,21,4.6,1645671.1199999999,2.0869426718664195,1
32,Hombre,Universitario,Desarrollo,9,7,R|AWS|Java|SQL,28,7.1,4137719.9999999995,4.212038733292524,1
32,Hombre,Técnico,Infraestructura,9,1,SQL,3,1.4,953102.4,0.7278003016653527,0
36,Mujer,Universitario,Infraestructura,7,3,AWS,8,2.8,1309138.2000000002,1.413335924598874,0
30,Mujer,Universitario,Soporte,9,4,Angular|SQL|Docker|C++,15,4.3,1939912.95,1.7261939088478975,0
26,Hombre,Técnico,Desarrollo,8,8,Kubernetes|SQL,13,4.0,1934150.4000000001,1.9198684451458128,1
34,Hombre,Técnico,Desarrollo,12,6,Java|JavaScript|React,24,5.1,2752051.2,2.717240602487233,1
27,Hombre,Técnico,Desarrollo,9,6,C++|Python,10,3.2,1695038.4,1.6977941533186878,0
45,Hombre,Técnico,Análisis de Datos,12,6,Angular|C++,9,3.1,1807411.2000000002,1.8140093676303657,1
30,Hombre,Universitario,Infraestructura,10,0,JavaScript,9,2.4,1752750.0,1.7230615473642028,0
34,Hombre,Universitario,Soporte,9,9,AWS|Docker|JavaScript|Java,21,6.3,3727514.9999999995,3.540506735395689,1
36,Hombre,Técnico,Soporte,10,2,Kubernetes,10,2.5,1470096.0000000002,1.4332657562008189,0
33,Hombre,Técnico,Desarrollo,6,6,R|Angular,16,4.0,1826697.5999999999,1.7215354162915837,0
33,Hombre,Universitario,Infraestructura,11,5,Docker|Angular|C++|SQL,30,7.1,4384950.0,3.7800763517083142,1
37,Hombre,Universitario,Soporte,8,3,SQL|Angular|Python,11,3.3,2118060.0,1.6991781567371955,0
42,Hombre,Técnico,Infraestructura,11,10,Angular,8,3.6,1982760.0,1.7333861122140723,0
38,Hombre,Técnico,Soporte,11,1,Kubernetes|Python,15,3.1,1750929.6,2.0079823988767,1
42,Hombre,Universitario,Desarrollo,15,1,R|Java,11,2.9,2389274.9999999995,1.8492051429177938,1
26,Mujer,Técnico,Desarrollo,8,6,R,9,3.1,1154483.904,1.2765123267160872,0
36,Hombre,Técnico,Soporte,13,6,Java|SQL|Python|React,29,5.8,3162772.8000000003,2.734297972206296,1
32,Mujer,Universitario,Soporte,9,9,React|Node.js|JavaScript,21,6.3,2721085.9499999997,2.581194006413872,1
33,Mujer,Universitario,Análisis de Datos,11,8,SQL|Docker|Kubernetes,15,5.1,2407718.85,2.7870188376738545,1
41,Hombre,Universitario,Ciberseguridad,12,5,Java|Kubernetes|Docker|SQL,19,5.2,3444000.0,4.11047345679745,1
33,Hombre,Universitario,Soporte,6,6,JavaScript|AWS,13,4.3,2414490.0,2.3651578539995786,1
32,Hombre,Universitario,Soporte,7,5,Node.js|Docker,4,2.5,1660500.0,1.2961334696420994,0
37,Hombre,Técnico,Soporte,13,11,Node.js|Java|Python,3,3.1,1863892.8000000003,1.3448324837442007,0
23,Mujer,Técnico,Infraestructura,5,2,SQL|React|C++,14,3.1,1037972.4,1.0142239416314427,0
33,Hombre,Técnico,Desarrollo,10,6,React|Angular,14,3.8,1989648.0000000002,1.9212738507204077,1
34,Hombre,Técnico,Soporte,12,9,R|Kubernetes|AWS|JavaScript,13,4.1,2286028.8,1.9147010870907701,1
30,Hombre,Universitario,Infraestructura,11,10,Angular|JavaScript|Java|React,16,5.7,3622350.0,3.031046680699479,1
40,Hombre,Magister,Infraestructura,15,3,AWS|C++|Python|SQL,17,4.7,4218039.000000001,3.600386001248581,1
29,Hombre,Doctorado,Infraestructura,11,2,C++|Docker|SQL|AWS,22,5.9,5491736.8,3.5900524271292924,1
34,Hombre,Universitario,Infraestructura,12,1,React|Node.js|Python,19,4.3,2971680.0,2.913120187636001,1
36,Hombre,Técnico,Infraestructura,7,4,Angular|AWS|C++,12,3.1,1556884.8000000003,1.6223237278071898,0
36,No Binario,Técnico,Desarrollo,10,7,Angular,5,2.7,1116269.28,0.9956902963768627,0
34,Hombre,Universitario,Soporte,7,4,Docker,9,3.2,1975995.0,1.812087789773558,1
39,Hombre,Universitario,Infraestructura,11,8,Java|R|Kubernetes,26,7.0,4346820.000000001,3.762779231067131,1
38,Hombre,Universitario,Infraestructura,9,5,Node.js|JavaScript|SQL,27,6.5,3834525.0,3.533773878813234,1
35,Hombre,Universitario,Desarrollo,12,8,React|C++|Angular,19,5.8,3798240.0000000005,3.333402300996884,1
29,Hombre,Universitario,Desarrollo,6,6,Docker|Java,11,4.0,2254590.0,2.3458048128540168,1
27,Hombre,Universitario,Desarrollo,7,0,Node.js|React|AWS|R,28,5.7,3154950.0,3.817048389097298,1
35,Hombre,Técnico,Soporte,13,1,Kubernetes|Angular|C++|React,13,2.8,1734004.8,1.6297175164693094,0
32,Hombre,Universitario,Desarrollo,9,9,Kubernetes,9,4.3,2657414.9999999995,2.9751201419560953,1
39,Hombre,Magister,Soporte,10,2,Kubernetes|AWS|JavaScript|React,18,4.7,3591108.0000000005,3.4504731867296603,1
35,Mujer,Técnico,Desarrollo,7,7,Kubernetes,2,2.3,888274.5120000001,1.0491071912650247,0
34,Hombre,Universitario,Desarrollo,12,6,React|Kubernetes,13,4.3,2971680.0,3.17689891555102,1
29,Hombre,Técnico,Desarrollo,5,2,Java|AWS,12,2.8,1323480.0,1.6034050099173063,0
37,Hombre,Doctorado,Desarrollo,14,8,JavaScript|Angular|C++|Docker,11,5.1,5323964.800000003,3.3086148416026755,1
24,No Binario,Técnico,Soporte,6,4,Kubernetes,3,1.9,758258.592,0.7523098738044687,0
31,Hombre,Universitario,Soporte,6,6,Python|Docker|Java|Kubernetes,18,5.2,2814240.0,2.9340356965559384,1
30,Hombre,Técnico,Ciberseguridad,11,5,Docker|React|Python|Kubernetes,18,4.1,2226792.0000000005,2.953838364627539,1
29,No Binario,Universitario,Desarrollo,6,0,Angular|SQL|Python|R,19,4.1,1692541.5,1.7121177288550016,0
37,Mujer,Técnico,Desarrollo,14,8,Python|C++|React,16,4.4,1861023.4560000005,2.034882047450171,1
31,Mujer,Técnico,Infraestructura,6,6,Python,8,2.9,1034668.128,1.1070030121381662,0
32,Hombre,Universitario,Análisis de Datos,6,4,AWS|JavaScript|Kubernetes|Python,24,5.8,3102060.0,5.023156851755061,1
27,Hombre,Magister,Desarrollo,7,7,Docker,6,3.6,2574439.2,2.5823675243997455,1
34,Mujer,Técnico,Soporte,12,2,SQL,1,1.3,730962.432,0.6789821670860395,0
28,Mujer,Técnico,Infraestructura,10,2,Java|Node.js|R|AWS,27,4.9,1805856.48,1.9938817795340615,1
35,Hombre,Universitario,Desarrollo,11,6,Docker|R|Angular|JavaScript,22,5.9,3736740.0,3.705996165761329,1
33,Hombre,Universitario,Infraestructura,6,3,Angular|AWS,9,3.0,1806869.9999999998,1.833010125607439,1
39,Hombre,Magister,Desarrollo,14,5,Java,8,3.5,3186684.0000000005,2.659854611455992,1
31,Mujer,Técnico,Soporte,10,2,Kubernetes|Java|C++|Python,25,4.6,1719658.08,2.0263698709012714,1
34,Hombre,Universitario,Desarrollo,13,0,SQL,9,2.4,1928025.0,1.6053732064413724,0
37,Hombre,Técnico,Soporte,14,6,Angular|Kubernetes|R|Node.js,23,5.0,2857142.4000000004,2.542842302696371,1
45,Hombre,Técnico,Desarrollo,12,6,C++|Node.js|Docker|AWS,20,4.6,2500147.2,2.905298865667741,1
39,Hombre,Universitario,Análisis de Datos,9,6,SQL|C++,13,4.3,2693085.0,2.3857150063730397,1
34,Hombre,Universitario,Desarrollo,7,4,Python,2,2.0,1394820.0,1.575254108540127,0
35,Hombre,Universitario,Soporte,7,3,React|Python|C++|Node.js,33,7.2,3868965.0,4.173648556567125,1
32,Hombre,Técnico,Soporte,6,1,JavaScript,4,1.5,905673.6,0.7094537235755549,0
30,Hombre,Universitario,Análisis de Datos,10,1,Docker,2,1.4,1217700.0,1.3829768323523675,0
32,Hombre,Universitario,Infraestructura,12,3,C++,7,2.7,2027040.0,1.3973102360179697,0
31,Hombre,Doctorado,Soporte,13,10,R,1,3.5,3810048.0000000005,1.963721494584857,1
38,Hombre,Técnico,Desarrollo,9,6,C++|Kubernetes|Node.js|Python,22,4.9,2379902.4,2.7799191733527353,1
29,Hombre,Técnico,Desarrollo,10,7,Kubernetes|SQL,11,3.5,1883376.0,1.975588300927189,1
41,Hombre,Técnico,Infraestructura,9,0,Node.js|React,10,2.2,1284120.0,1.5406305326676812,0
38,Hombre,Universitario,Desarrollo,11,6,React|Node.js|AWS,16,4.8,3164790.0,3.5048266087154505,1
35,Hombre,Técnico,Análisis de Datos,10,7,SQL|Java,14,3.9,2060495.9999999998,1.8609882175225572,1
35,Hombre,Magister,Desarrollo,15,12,R|SQL,13,6.0,5184081.0,3.7308682056392324,1
27,No Binario,Técnico,Infraestructura,8,5,Python|Kubernetes|React,10,3.0,1146438.7200000002,1.198916094454599,0
36,Hombre,Magister,Ciberseguridad,10,4,Angular|Node.js,6,2.9,2422116.0,2.1882180569439966,1
37,Mujer,Técnico,Infraestructura,11,2,Kubernetes|Docker|Python|AWS,34,5.9,2177802.576,3.599007753477957,1
31,Hombre,Universitario,Ciberseguridad,11,6,Kubernetes|AWS|R|React,19,5.4,3450765.0,4.1866697834550335,1
24,Mujer,Magister,Desarrollo,6,5,SQL|R,16,5.0,2395238.0400000005,2.233701857243358,1
35,Mujer,Técnico,Infraestructura,12,10,Kubernetes|Docker,7,3.5,1448133.1199999999,1.5226331818401604,0
36,Hombre,Doctorado,Desarrollo,11,9,C++|SQL,13,5.8,5391073.6,3.416340917496904,1
29,Hombre,Universitario,Soporte,7,2,Docker|Python,12,3.3,2025810.0,1.962025483244021,1
31,Hombre,Magister,Soporte,12,5,R|Kubernetes|Angular|Java,19,5.6,4428000.000000001,3.033046051247285,1
30,Hombre,Universitario,Análisis de Datos,9,9,C++|SQL|Node.js|AWS,27,7.4,4262564.999999999,4.3345005984119105,1
28,Mujer,Técnico,Desarrollo,10,0,Docker,6,1.6,797335.2,0.9170071779026578,0
30,Mujer,Técnico,Desarrollo,10,5,JavaScript|Kubernetes|C++,19,4.3,1616220.0,1.803677847378223,1
28,No Binario,Técnico,Desarrollo,9,9,SQL,7,3.3,1262375.568,1.4134210608829096,0
31,Hombre,Técnico,Desarrollo,10,5,Angular|React|Node.js|Python,26,5.3,2627280.0,3.319907989480708,1
28,Mujer,Técnico,Desarrollo,9,4,C++,4,2.0,887412.528,0.9612975850972824,0
30,Mujer,Técnico,Ciberseguridad,10,4,Docker|C++,10,2.9,1176608.1600000001,1.4727307897507231,0
35,Hombre,Universitario,Desarrollo,7,1,SQL|Python|C++,10,2.8,1760130.0,1.8890550978869574,1
33,Hombre,Universitario,Infraestructura,7,5,Node.js|JavaScript,16,4.6,2656800.0,2.5890772055291613,1
37,Mujer,Técnico,Soporte,11,10,C++|React|Node.js|R,28,6.4,2338131.6,2.1318724195981225,1
37,Hombre,Técnico,Ciberseguridad,11,0,Kubernetes|AWS,12,2.5,1494696.0000000002,2.2587434775109485,1
24,Mujer,Universitario,Desarrollo,4,4,R|Docker|Kubernetes,21,5.3,1928689.2,2.968753861211238,1
37,Hombre,Técnico,Desarrollo,13,10,SQL|Node.js|AWS,19,5.1,2825064.0,2.7526393221251606,1
35,Mujer,Técnico,Infraestructura,7,5,Docker|JavaScript|Node.js|AWS,24,5.0,1648544.4,2.3464436679552847,1
32,Hombre,Técnico,Desarrollo,12,4,AWS|Node.js,5,2.2,1404364.8,1.2553687303773684,0
27,Hombre,Magister,Ciberseguridad,9,8,Python|React|C++|Java,21,6.7,4672056.600000001,4.531885616483742,1
35,Hombre,Universitario,Desarrollo,8,2,SQL,8,2.6,1756440.0,1.586056240547845,0
31,Mujer,Técnico,Soporte,9,7,SQL|Java|C++|AWS,23,5.2,1828986.3839999998,1.5320999816830085,0
26,Mujer,Universitario,Soporte,8,5,R|React,14,4.3,1885590.0,1.6413569515819542,0
27,Hombre,Universitario,Ciberseguridad,7,6,Docker|Kubernetes,13,4.3,2507355.0,3.3384368780319984,1
34,Hombre,Universitario,Desarrollo,7,7,SQL|Docker|Angular,22,6.1,3354210.0,3.7120832659795413,1
30,Mujer,Universitario,Desarrollo,8,8,Java|AWS|Node.js|React,9,4.0,1797595.8000000003,2.021948443380399,1
32,Hombre,Universitario,Soporte,9,9,Java|Kubernetes|Python|Angular,17,5.6,3370815.0,3.095231763844761,1
31,Mujer,Técnico,Infraestructura,6,2,JavaScript,9,2.4,892728.0960000001,0.9645843871023008,0
29,Hombre,Técnico,Desarrollo,8,1,Python,4,1.5,975340.7999999999,1.1951426667297844,0
32,Hombre,Universitario,Desarrollo,6,6,Java|Angular|C++|JavaScript,10,3.8,2174640.0,2.3075996779300443,1
37,Hombre,Magister,Desarrollo,15,7,Python|C++,17,5.7,4899951.0,4.028327686283626,1
33,Hombre,Universitario,Soporte,9,0,AWS|Python|React|Docker,36,7.1,4102049.9999999995,5.527651247505743,1
23,Mujer,Universitario,Desarrollo,5,5,Python|Node.js|Kubernetes|React,33,7.6,2749818.7500000005,4.847380747735622,1
32,Hombre,Doctorado,Infraestructura,12,12,Python|Node.js|Kubernetes|SQL,25,9.0,8266649.600000001,6.537750492780629,1
29,Hombre,Técnico,Infraestructura,6,6,Python|Kubernetes|R,16,4.0,1826697.5999999999,2.0441416289665204,1
33,Mujer,Universitario,Infraestructura,11,3,JavaScript|Node.js,8,2.8,1503084.6,1.5139220360351755,0
36,Hombre,Universitario,Soporte,13,8,C++|Node.js,5,3.3,2496285.0,1.6439676681624955,0
26,Hombre,Doctorado,Soporte,8,2,AWS|SQL|R,11,3.6,3293382.3999999994,1.9367751121171022,1
35,Mujer,Doctorado,Infraestructura,11,5,AWS,4,2.9,2245348.6,1.4452623889372078,0
29,Hombre,Universitario,Desarrollo,7,2,Docker|React|C++|Angular,29,6.3,3437234.9999999995,3.5987202725855276,1
42,Hombre,Técnico,Infraestructura,12,1,Angular|JavaScript|Python,16,3.2,1870387.2,1.7003399867066418,0
31,Mujer,Universitario,Ciberseguridad,8,8,R,2,2.8,1357624.8,1.3821876634301218,0
28,Hombre,Técnico,Infraestructura,10,7,R|Kubernetes|Docker|Python,23,5.2,2591856.0,3.1212489181550107,1
29,Hombre,Universitario,Ciberseguridad,5,5,Node.js,2,2.2,1383750.0,1.5356248227241704,0
36,Hombre,Magister,Desarrollo,11,8,JavaScript|Docker,4,3.4,2855174.4,2.5157303927922214,1
30,Mujer,Técnico,Ciberseguridad,12,6,Angular|AWS|React|JavaScript,29,5.8,2238859.776,2.9602641811663846,1
34,Hombre,Universitario,Desarrollo,10,1,C++,1,1.2,1125450.0,1.2570183622538362,0
43,Hombre,Universitario,Soporte,13,6,Node.js|React,7,3.3,2455695.0,1.7817938144417957,1
28,Mujer,Universitario,Desarrollo,10,5,SQL|Python|JavaScript|Node.js,26,6.4,2828385.0,3.44101980036867,1
32,Mujer,Técnico,Soporte,7,5,Java,4,2.2,872758.7999999999,0.817935248771185,0
42,Hombre,Universitario,Desarrollo,10,2,Python|C++|React,15,3.8,2527650.0,2.2940942621392093,1
36,Hombre,Magister,Infraestructura,14,0,Node.js|R,11,2.9,2772666.0000000005,2.2003421165555004,1
26,Hombre,Magister,Soporte,8,3,SQL,7,2.8,2237911.1999999997,1.4985375771486806,0
34,Mujer,Técnico,Desarrollo,7,7,React|C++,10,3.4,1198588.7519999999,1.2625501403816832,0
29,Hombre,Magister,Soporte,9,5,Angular|Kubernetes|AWS|R,24,6.5,4601430.0,4.773980883467376,1
42,Hombre,Universitario,Ciberseguridad,11,11,Node.js|JavaScript,12,5.2,3355440.0,3.297644653017009,1
27,Mujer,Técnico,Infraestructura,9,5,Python|JavaScript|R,11,3.2,1229045.5200000003,1.140538108695865,0
46,Mujer,Técnico,Desarrollo,16,6,JavaScript|AWS,6,2.6,1329179.328,1.3990922497589566,0
42,Hombre,Técnico,Infraestructura,13,6,AWS|Python|SQL|Docker,11,3.3,1993780.8,1.894776551610715,1
28,Mujer,Magister,Infraestructura,10,1,C++|AWS|Kubernetes|R,26,6.0,3225975.12,3.765710002090306,1
35,Hombre,Universitario,Infraestructura,10,5,Java|Angular|React|R,15,4.5,2859750.0,2.509543761137548,1
35,Mujer,Universitario,Ciberseguridad,8,1,React,2,1.4,829659.6,0.821045027524878,0
38,Hombre,Técnico,Infraestructura,8,5,C++|JavaScript|Angular,16,3.9,1901088.0000000002,1.7646337405873265,1
37,Hombre,Universitario,Desarrollo,8,0,Java|R|Node.js,8,2.2,1549800.0,1.313944756097778,0
38,Mujer,Técnico,Desarrollo,14,5,AWS|Node.js|JavaScript|React,14,3.6,1587487.2000000002,1.930728639625516,1
34,Hombre,Técnico,Desarrollo,11,6,SQL,8,2.9,1689921.6,1.658938873973761,0
33,Hombre,Universitario,Desarrollo,7,6,AWS|SQL|JavaScript|Java,26,6.6,3586680.0000000005,4.016300125477669,1
